date,raw_value,cost_adjusted_value
2026-02-02,100766.47,100766.19521122825
2026-02-03,101655.16,101654.44323653298
2026-02-04,102168.0,102161.21295502689
2026-02-05,101549.32,101530.39163185487
2026-02-06,101832.58,101800.71672604216
2026-02-10,102046.92,102000.17748749585
2026-02-11,102959.42,102912.59189396152
2026-02-12,102653.72,102606.77055595016
2026-02-13,102508.32,102436.58201459263
2026-02-17,102438.55,102350.92475842257
2026-02-18,104166.39,104078.42264904226
2026-02-19,104288.67,104199.47042888633
2026-02-20,106170.37,106080.44119624085
2026-02-24,106127.91,106019.40199793258
2026-02-25,106127.91,106019.40199793258
2026-02-26,106597.28,106464.27482318047
2026-02-27,106093.78,105932.12474219064
2026-03-03,106723.35,106554.5775814281
2026-03-04,106600.05,106412.37687940369
2026-03-05,106281.62,106090.47558610026
2026-03-06,106330.46,106129.93253009672
2026-03-10,105992.82,105776.49299074431
2026-03-11,105867.78,105651.23002883587
2026-03-12,105131.18,104913.03542927653
2026-03-13,105166.01,104940.4996126003
2026-03-17,105133.77,104905.55419557213
2026-03-18,104755.99,104527.77419557213
2026-03-19,104122.11,103889.87355906027
2026-03-20,104030.46,103796.31553009046
2026-03-24,103862.84,103625.86292141252
2026-03-25,103925.97,103687.55400885227
2026-03-26,103960.96,103721.20167883675
2026-03-27,104052.95,103811.73544787896
2026-04-01,104205.35,103962.46464004237
2026-04-02,104189.67,103945.58071448379
2026-04-07,104489.49,104217.38385328239
2026-04-08,105941.14,105668.37402466292
2026-04-09,106085.38,105811.84627881562
2026-04-10,105659.32,105382.85834205545
2026-04-14,107822.9,107545.81220744037
2026-04-15,108585.36,108307.74410188514
2026-04-16,108624.06,108345.92285071182
2026-04-17,109687.68,109407.11131150932
2026-04-21,109198.13,108917.09579410992
2026-04-22,109763.83,109479.69218964463
2026-04-23,108950.37,108665.08666035096
2026-04-24,108939.91,108653.7491163443
2026-04-28,108525.65,108238.30059915718
2026-04-29,108109.14,107820.41776893183
2026-04-30,108880.65,108590.18968788022
2026-05-01,108915.73,108624.42728566698
2026-05-05,109197.59,108899.02038692862
2026-05-06,109726.1,109427.01850139134
2026-05-07,109580.86,109278.90725035252
2026-05-08,109663.1,109360.92698901471
2026-05-21,109569.72,109267.07448419237
2026-05-22,109658.16,109355.04745509647
2026-05-26,109773.51,109468.38959582844
2026-05-27,109813.89,109508.76959582845
2026-05-28,109932.45,109626.78539888619
2026-05-29,109950.59,109643.22698722061
2026-06-02,110392.95,110071.50402429276
2026-06-03,110443.14,110121.33640918
2026-06-04,110143.17,109811.27729527296
2026-06-05,109578.8,109245.58569803319
2026-06-09,109520.08,109185.77679872168
2026-06-10,109635.0,109300.69679872168
