date,raw_value,cost_adjusted_value
2026-02-04,103091.25,103062.37600806571
2026-02-05,103013.45,102984.5760080657
2026-02-06,103445.48,103416.6060080657
2026-02-10,103375.51,103346.6360080657
2026-02-11,103660.95,103632.0760080657
2026-02-12,103401.07,103372.19600806572
2026-02-13,103611.54,103582.6660080657
2026-02-17,103456.45,103427.5760080657
2026-02-18,103568.72,103539.84600806571
2026-02-19,103585.42,103556.5460080657
2026-02-20,103639.58,103610.70600806571
2026-02-24,103663.4,103634.5260080657
2026-02-25,103584.51,103555.6360080657
2026-02-26,103582.69,103553.81600806571
2026-02-27,103777.72,103748.84600806571
2026-03-03,103516.65,103487.7760080657
2026-03-04,103505.99,103477.11600806571
2026-03-05,103217.25,103188.37600806571
2026-03-06,103091.3,103062.42600806571
2026-03-10,102947.51,102918.6360080657
2026-03-11,103020.29,102991.4160080657
2026-03-12,102841.56,102812.6860080657
2026-03-13,102801.37,102772.4960080657
2026-03-17,102967.47,102938.59600806571
2026-03-18,102639.37,102610.4960080657
2026-03-19,102632.07,102603.19600806572
2026-03-20,102407.85,102378.97600806571
2026-03-24,102652.48,102623.6060080657
2026-03-25,102615.46,102586.58600806571
2026-03-26,102624.25,102595.37600806571
2026-03-27,102470.04,102441.1660080657
2026-04-01,102622.82,102593.94600806572
2026-04-02,102655.29,102626.4160080657
2026-04-07,102669.47,102640.59600806571
2026-04-08,103009.6,102980.72600806571
2026-04-09,103049.99,103021.11600806571
2026-04-10,102786.44,102757.56600806571
2026-04-14,102922.91,102894.03600806571
2026-04-15,102868.81,102839.9360080657
2026-04-16,103010.53,102981.65600806571
2026-04-17,103219.2,103190.3260080657
2026-04-21,103125.14,103096.26600806571
2026-04-22,103149.37,103120.4960080657
2026-04-23,103449.57,103420.69600806572
2026-04-24,103303.49,103274.61600806571
2026-04-28,103374.76,103345.8860080657
2026-04-29,103448.38,103419.50600806571
2026-04-30,103984.63,103955.75600806571
2026-05-01,103822.74,103793.86600806571
2026-05-05,103726.13,103697.25600806571
2026-05-06,103772.06,103743.1860080657
2026-05-07,103624.6,103595.72600806571
2026-05-08,103745.76,103716.8860080657
2026-05-21,104182.89,104154.01600806571
2026-05-22,104622.9,104594.0260080657
2026-05-26,104559.7,104530.8260080657
2026-05-27,104487.54,104458.6660080657
2026-05-28,104535.22,104506.34600806571
2026-05-29,104454.56,104425.6860080657
2026-06-02,104379.56,104350.6860080657
2026-06-03,104361.61,104332.73600806571
2026-06-04,104544.28,104515.40600806571
2026-06-05,104211.4,104182.5260080657
2026-06-09,104309.73,104280.8560080657
2026-06-10,104358.59,104329.7160080657
